price,buying,maint,doors,persons,lug_boot,safety,,,,unacc,acc,good,vgood,,,,,,,,,,,,
low,high,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,4,more,big,med,acc,,,,,,,,,,,,,,,,,,,
low,high,4,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,high,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,small,high,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,med,med,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,high,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,big,med,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,high,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,more,small,med,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,more,small,high,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,more,med,med,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,more,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,high,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,high,5more,more,big,med,acc,,,,,,,,,,,,,,,,,,,
low,high,5more,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,med,2,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,med,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,4,med,med,acc,,,,,,,,,,,,,,,,,,,
low,med,2,4,med,high,good,,,,,,,,,,,,,,,,,,,
low,med,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,2,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,more,med,med,acc,,,,,,,,,,,,,,,,,,,
low,med,2,more,med,high,good,,,,,,,,,,,,,,,,,,,
low,med,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,2,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,2,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,med,3,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,med,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,4,med,med,acc,,,,,,,,,,,,,,,,,,,
low,med,3,4,med,high,good,,,,,,,,,,,,,,,,,,,
low,med,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,3,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,more,small,med,acc,,,,,,,,,,,,,,,,,,,
low,med,3,more,small,high,good,,,,,,,,,,,,,,,,,,,
low,med,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,more,med,med,good,,,,,,,,,,,,,,,,,,,
low,med,3,more,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,3,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,3,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,med,4,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,med,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,4,med,med,good,,,,,,,,,,,,,,,,,,,
low,med,4,4,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,4,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,more,small,med,acc,,,,,,,,,,,,,,,,,,,
low,med,4,more,small,high,good,,,,,,,,,,,,,,,,,,,
low,med,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,more,med,med,good,,,,,,,,,,,,,,,,,,,
low,med,4,more,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,4,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,4,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,med,5more,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,med,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,4,med,med,good,,,,,,,,,,,,,,,,,,,
low,med,5more,4,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,5more,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,more,small,med,acc,,,,,,,,,,,,,,,,,,,
low,med,5more,more,small,high,good,,,,,,,,,,,,,,,,,,,
low,med,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,more,med,med,good,,,,,,,,,,,,,,,,,,,
low,med,5more,more,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,med,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,med,5more,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,med,5more,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,2,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,low,2,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,low,2,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,4,med,med,acc,,,,,,,,,,,,,,,,,,,
low,low,2,4,med,high,good,,,,,,,,,,,,,,,,,,,
low,low,2,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,2,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,2,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,more,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,more,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,more,med,med,acc,,,,,,,,,,,,,,,,,,,
low,low,2,more,med,high,good,,,,,,,,,,,,,,,,,,,
low,low,2,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,2,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,2,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,3,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,low,3,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,low,3,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,4,med,med,acc,,,,,,,,,,,,,,,,,,,
low,low,3,4,med,high,good,,,,,,,,,,,,,,,,,,,
low,low,3,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,3,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,3,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,more,small,med,acc,,,,,,,,,,,,,,,,,,,
low,low,3,more,small,high,good,,,,,,,,,,,,,,,,,,,
low,low,3,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,more,med,med,good,,,,,,,,,,,,,,,,,,,
low,low,3,more,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,3,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,3,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,3,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,4,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,low,4,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,low,4,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,4,med,med,good,,,,,,,,,,,,,,,,,,,
low,low,4,4,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,4,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,4,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,4,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,more,small,med,acc,,,,,,,,,,,,,,,,,,,
low,low,4,more,small,high,good,,,,,,,,,,,,,,,,,,,
low,low,4,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,more,med,med,good,,,,,,,,,,,,,,,,,,,
low,low,4,more,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,4,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,4,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,4,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,5more,2,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,small,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,small,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,med,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,med,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,big,med,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,2,big,high,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,4,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,4,small,med,acc,,,,,,,,,,,,,,,,,,,
low,low,5more,4,small,high,good,,,,,,,,,,,,,,,,,,,
low,low,5more,4,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,4,med,med,good,,,,,,,,,,,,,,,,,,,
low,low,5more,4,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,5more,4,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,4,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,5more,4,big,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,5more,more,small,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,more,small,med,acc,,,,,,,,,,,,,,,,,,,
low,low,5more,more,small,high,good,,,,,,,,,,,,,,,,,,,
low,low,5more,more,med,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,more,med,med,good,,,,,,,,,,,,,,,,,,,
low,low,5more,more,med,high,vgood,,,,,,,,,,,,,,,,,,,
low,low,5more,more,big,low,unacc,,,,,,,,,,,,,,,,,,,
low,low,5more,more,big,med,good,,,,,,,,,,,,,,,,,,,
low,low,5more,more,big,high,vgood,,,,,,,,,,,,,,,,,,,
