userName,score,at,content,sentimen
Heriyanto,2,2024-02-15 08:15:38,"Saya kurangi bintang nya, Loading nya sangat lama berat loading nya, sampe lama banget di fitur rewar nya juga loanding nya lama,, kepada pihak apk tolong di ringan kan aplikasi nya terlalu berat untuk hp yg kurang memadai sampai panas buka nya🙏# setela di update dana kok logo nya beruba jadi ada mera mera tamba jelek sekali lihat nya kalau bisa di uba lagi seperti semula",NEGATIVE
Yayuk Perawati,5,2024-02-15 08:13:33,top,POSITIVE
Nazril kh JSNFAMILY,1,2024-02-15 08:13:32,Aplikasi pengeretan hati2.uang saya lenyap 600rbu.tmn sy 2juta.bahkan ada yg 5 juta raib.jg nyimpen duit di dana bahaya.pihak dana gk mau tanggung jawab.mnding di aplikasi bank resmi aja. Unreg aja dana nya.ahir2 ini banyak yg kehilangan uang pke apk dana.,NEGATIVE
Divia Yasin,5,2024-02-15 08:10:29,dana bagus buat beli token listrik cepat dan praktis gak usah ribet jalan ke minimarket,POSITIVE
hidayat bomber,1,2024-02-15 08:10:18,"tolong lah masa mw di upgrade ke premium harus nunggu 2 hari blm di proses"" mana di dana ada saldo mw si kirim juga gk bisa.udh di surh masukin KTP yg lebih jls lagi udh masukin KK udh.trus masih aja blm di proses.",NEGATIVE
Supri,1,2024-02-15 08:08:22,Akun saya tiba bisa di bajak orang lain..dan isi dana saya habis di kurang penipu....dan ga ada proteksi ke akun saya.. Laporan tapi uang tak bisa di kemabalikan...system nya dana bisa di masuki penipu..hati hati yg suka isi dana yg nilai besar....karna uang dikuras habis...tanpa ada penggantian dari apk dana nya..kecewa berat sebagai pemgguna saya...uang saya hilang tuh Rp 860000 ga seberapa tapi ber arti buat saya...lenyap bgtu saja...sdh lapor ke aplikasi yg jawab nya system otomatis komputer,NEGATIVE
Mamah Muda,5,2024-02-15 08:07:54,keren,POSITIVE
Jhon Life,1,2024-02-15 08:07:31,"Dana sekarang parah saldo saya selalu terkeras oleh google play, dan tidak bisa menghapus perangkat terhubung",NEGATIVE
Wirya123,5,2024-02-15 08:06:15,mantapjiwa,POSITIVE
Wahyu Indra,5,2024-02-15 07:59:35,baik,POSITIVE
Tinna Mardiyah,5,2024-02-15 07:57:55,lebih cepat dan mudah,POSITIVE
Yusran Bangsawan,5,2024-02-15 07:57:45,👍👍👍👍,NEUTRAL
Liasta Bintang,5,2024-02-15 07:56:36,Bagus sih tapi masih bamyak masalah nya,NEGATIVE
hisoka orochimaru,3,2024-02-15 07:56:03,Tidak bisa daftar premium meskipun nomor KTP sudah sesuai,NEGATIVE
Muhammad Fana,5,2024-02-15 07:53:59,👍,POSITIVE
Jepri Agustian,5,2024-02-15 07:53:31,sangat berguna,POSITIVE
Nyai Nurhalimah,5,2024-02-15 07:53:28,sangat mudah dan sangat membantu,POSITIVE
Rifky YM,1,2024-02-15 07:51:41,"Mau login tapi harus konfirmasi dari device sebelumnya, padahal mau login karena memang tidak login di device manapun. Seharusnya login cukup pakai kode OTP saja yang dikirimkan ke nomor terdaftar melalui SMS atau WhatsApp. Tolong perbaiki dan kembalikan metode login pakai OTP karena bukan saya aja yang mengalami ini!!",NEGATIVE
Dzildjian M. (NandhliChase),5,2024-02-15 07:51:39,Masa dikasih kode apapun aja ngak paham,NEGATIVE
Poniah Ema,5,2024-02-15 07:50:39,good,NEGATIVE
Ngabdu Rokhman,3,2024-02-15 07:50:24,Lumayan baik,POSITIVE
Jakir Akay,4,2024-02-15 07:49:55,Maaf boleh nanya gak. Bisa tup ap gak di dana,NEUTRAL
Rendi Syahfrizal,1,2024-02-15 07:42:44,Kenapaa saya mau upgrade di persulit aplikasi macam apa ini buat emosi saja tolong perbaiki jangan buat semua pengguna kesal dan kecewa lol,NEGATIVE
herlina herlina,5,2024-02-15 07:41:58,sangat membantu bintang lh yg bicara,POSITIVE
Hashibira Inosuke,5,2024-02-15 07:41:36,"Dana hebat,,bebas biaya admin..",POSITIVE
Agung Moulana,3,2024-02-15 07:41:13,Mau nanya emang iya dana ada dana payalater ?? Klo ada ko punya saya kaga ada ya??,NEGATIVE
Feby Mar,5,2024-02-15 07:40:09,Bagus,POSITIVE
Tri Yadi,1,2024-02-15 07:40:02,"Saya sangat kecewa, apk terburuk",NEGATIVE
hamdan tri,5,2024-02-15 07:37:48,baik,POSITIVE
Revania Soraya,5,2024-02-15 07:37:40,Oke,NEGATIVE
Muslim,5,2024-02-15 07:36:24,ok,NEGATIVE
Fitriya Nuriyah,5,2024-02-15 07:34:43,mudah digunakan.... semoga semakin baik kedepannya,POSITIVE
Rendy Febriyan,4,2024-02-15 07:34:03,Tolong tambahkan opsi sms untuk verifikasi otp. Jangan hanya WhatsApp sebagai verifikasi otp. Sangat susah jika nomor dana tidak terdaftar di WhatsApp. Seperti nomor WhatsApp diblokir. Mohon ditambah opsi verifikasi otp lewat sms.,NEUTRAL
Saya Pintar,1,2024-02-15 07:33:46,Susah untuk mepremium kan akun,NEGATIVE
Dafa Desi,5,2024-02-15 07:33:45,terbaik lah pokonya,POSITIVE
Lalu faisal Arafat,2,2024-02-15 07:33:34,Halo min knp ya lama banget nunggu proses premium nya padahal foto KTP sudah jelas katanya 1 hari kerja tapi udah jalan 3 hari belum bisa premium mohon di bantu dan di perbaiki,NEGATIVE
Madi Roy,5,2024-02-15 07:31:16,Mantap,POSITIVE
Nur Ismawati,2,2024-02-15 07:27:18,Gue beli paket data gagal...tpi saldo saya berkurang..pas minta refaun... suruh nunggu tapi gak di proses juga.. Tolong dong di benahi sistem nya,NEGATIVE
Niko Guntur,1,2024-02-15 07:26:17,"Aplikasi cacat. Hati² guysss aplikasi nya nipu. Belum layak di pakai. Serba kekurangan. Admin nya ngak jelas di @danacare, ngak bakal di respon kita klo nomor hp hilang. Nanti saldo kita pasti di ambil. Klo coba masuk aplikasi pasti di mintain verifikasi sms/wa, pin nya di masukin yg bener dan sudah scan wajah tetap aja di buat nya stackk di verifikasi sms/wa.",NEGATIVE
Happy Life,1,2024-02-15 07:24:20,"Untuk pembuatan akun bisnis dan qris relatif mudah dibanding apk lain dan gratis, tapi saldo yang masuk ke rekening bisnis tsb tidak bisa ditarik dengan alasan sedang gangguan coba lagi, namun berhari2 tetap begitu, hubungi cs melalui email responnya lama sekali, live agent pun juga lama. Solusi yang diberikan untuk clear cache dan restart device sudah dilakukan tapi tetap saja begitu. Bner2 mempersulit hidup. Sampai srg sy ga bisa pakai saldo bisnis sy. Yang mau download pikir lagi.",NEGATIVE
Vivo Vo,3,2024-02-15 07:24:01,Mencoba untuk yg terbaik,POSITIVE
Warongpojok Warongpojok,5,2024-02-15 07:21:44,baik,POSITIVE
trina wati,5,2024-02-15 07:18:17,Sangat membantu mendadak..,POSITIVE
Panji Haeriman,5,2024-02-15 07:17:39,Mantappp,POSITIVE
Mouhilda Melda,2,2024-02-15 07:14:48,"Tidak aman,saldo sering kebobolan/di hack",NEGATIVE
Muhammad Dudidanuarta,5,2024-02-15 07:12:27,"Saya sengaja kasih bintang 5 agar komenan saya cepat di respon, saya sudah kirim email tapi tanggapan nya kurang memuaskan, dan setalah saya bls email nyaa malah ga di bales sama sekali, per tanggal 15februari2024 sudah saya uninstal apk dana di handphone saya, saldo saya tiba tiba hilang sebesar 400.000 , saya tidak menggunakan apk lazada tapi kenapa tiba tiba ada 2x transaksi lazada , daripada kedepan saldo saya hilang jadi mending uninstal ajaa per hari ini",NEGATIVE
Nanisumarni Sumarninani,2,2024-02-15 07:12:16,Sy baru mau mencobanya,NEUTRAL
Sigit Ernis,1,2024-02-15 07:11:08,"Udah boz,tpmasih tetep g bisa,apa sih susahny upgrade.aplikasi yg lain mudah.ini kk sulit banget",NEGATIVE
Jepri Sani,5,2024-02-15 07:10:40,"kak maaf ,, saya sudah aktif kan dana bisnis,, tapi knapa ya saldo nya tidak bisa ditarik, padahal ada isi nya 85.000 mhon dibantu ya bpak/ibu",NEUTRAL
sandra aliansyah,1,2024-02-15 07:10:22,"no sendiri,aplikasi sendri,hp sendiri tp engga bisa masuk ke akun ,disuruh masuk lewat notif tp tidak ada notif as*",NEUTRAL
Marry Juanna,5,2024-02-15 07:10:18,Mantap,POSITIVE
Rafli Ardiansyah,5,2024-02-15 07:07:55,Pan pan pan semakin terdepan ✌️,POSITIVE
Ilmi Tiwi,5,2024-02-15 07:07:17,bermanfaat sekali,POSITIVE
suhermi rafa,5,2024-02-15 07:06:44,sngt mmbntu buat bli onln,NEUTRAL
Suprianto,2,2024-02-15 07:06:18,Kok gak bisa masuk ... verifikasi terus kan udh premium masa masukin kode otp LG,NEGATIVE
bang Arul,1,2024-02-15 07:06:07,Susah daftar nya,NEGATIVE
Riky Binwahyu,5,2024-02-15 07:04:15,mantap untuk transaksi uang,POSITIVE
Dela Priliantika,5,2024-02-15 07:03:06,Good,POSITIVE
Bima Cute,4,2024-02-15 07:01:55,bagus sekali,POSITIVE
Ine Ayu,1,2024-02-15 07:01:49,"Hai kak, ini gimana yah aku ga bisa upgrade dana ku ke premium, udah ku coba berkali² tapi tetep ga bisa malah ""verifikasi gagal karna foto selfie tidak sesuai dengan KTP, padahal udah jelas foto KTP nya foto aku. Tolong segera ditindak lanjuti karna saya butuh segera",NEGATIVE
Favian Ega,4,2024-02-15 07:00:42,Ga bisaa loginn,NEUTRAL
Selvi Oktapia,1,2024-02-15 06:57:57,Tidak dpt d bukak jika d bka kmbli sndri,NEUTRAL
widayu nana,5,2024-02-15 06:56:17,makasih dana sudah membantu meringankan tugas saya dalam melakukan transaksi ☺️,NEUTRAL
Obi Mesak,5,2024-02-15 06:54:47,Hidup jadi lebih mudah,POSITIVE
Fudiin,4,2024-02-15 06:54:18,Sekarang ada penipuan mengatasnamakan dana. Di tlpon katanya dpet undian. Perlu ditindak itu,NEGATIVE
Riskal Batalipu,5,2024-02-15 06:53:39,Mantep,POSITIVE
sherly ramanda,5,2024-02-15 06:51:11,baik,POSITIVE
Ajum Rido,5,2024-02-15 06:50:55,baik,POSITIVE
Arneta Samudya,5,2024-02-15 06:49:59,membantu...,POSITIVE
Roida Munte,5,2024-02-15 06:49:36,𝘣𝘨𝘶𝘴.𝘣𝘢𝘯𝘨𝘦𝘵 .𝘴𝘦𝘭𝘢𝘪𝘯.𝘪𝘵𝘶 𝘨𝘢𝘮𝘱𝘢𝘯𝘨.𝘫𝘨.𝘤𝘢𝘳𝘢 𝘮𝘢𝘬𝘦.𝘺.𝘵𝘳𝘪𝘮𝘢𝘬𝘢𝘴𝘪𝘩.𝘥𝘢𝘯𝘢.𝘶𝘥𝘩 𝘮𝘦𝘮𝘣𝘦𝘳𝘪.𝘺𝘨 𝘵𝘦𝘳𝘣𝘢𝘪𝘬🥰,NEUTRAL
Ita Love,5,2024-02-15 06:49:28,Sangat bngus dana digitalnya,NEGATIVE
Walid Walid,5,2024-02-15 06:49:12,👍👍👍,NEUTRAL
Agung Tea,5,2024-02-15 06:45:44,bagus,POSITIVE
Cimoy Moy,5,2024-02-15 06:44:32,Rekomen buat yg ga punya bank,NEUTRAL
Surya Lesmana,1,2024-02-15 06:43:38,"Tiba2 ada Transaksi yg gak gw kenal , sayang sekali keaman dana gampang banget di bobol . . . Jadi g mau isi saldo dan nyimpen duit di dana.",NEGATIVE
Ninengah Ariniasih,1,2024-02-15 06:43:27,Kenapa aplikasi dana tidak bisa di bukak klo aplikasinya dibuka pasti kembali lagi ke layar utama,NEUTRAL
Sofyan Tri,5,2024-02-15 06:42:51,bagus,POSITIVE
Tedi Rahadi,5,2024-02-15 06:41:17,Aplikasi yang sangat bagus,POSITIVE
Selamat,1,2024-02-15 06:41:13,Aplikasi dana...banyak penipuan....dan banyak potongan berlanggan padahal saya tidak pernah ada langganan dan sudah lapor ke pihak costumer care dana tapi tidak ada hasilnya,NEGATIVE
Sam Project86,2,2024-02-15 06:40:06,Mau kirim disuruh upgrade dana premium tulisanya satu hari tapi sudah 2 hari masih dalam proses lebih baik pindah ke aplikasi lain aja,NEUTRAL
Kikin Sukiman,5,2024-02-15 06:38:33,prkatis dn sngt mmbantu . jd lbh mudah utk hal apapun,POSITIVE
Sherly Dwi,5,2024-02-15 06:38:15,mempermudah transaksi,POSITIVE
Satrio Gatot,5,2024-02-15 06:37:33,mantapp,POSITIVE
hasiadi Etti,5,2024-02-15 06:35:19,Ok,POSITIVE
rizky S Ramadan,5,2024-02-15 06:34:21,Bgus,POSITIVE
Kembar -info,5,2024-02-15 06:33:54,Knapa,NEGATIVE
sni transportasi,5,2024-02-15 06:30:06,beli pulsa gampang banget,POSITIVE
Rizky Lkd,5,2024-02-15 06:29:48,bagus choy,POSITIVE
Dafa Dafa,4,2024-02-15 06:29:13,bagus banget,POSITIVE
Wahyudi Wahyudi,5,2024-02-15 06:28:56,"Aplikasi ini sangat bermanfaat bagi penggunanya, Aplikasi yg bagus",POSITIVE
Adelia Oktafiani,1,2024-02-15 06:27:46,Saya selaku pengguna akun dana ..saya akui saya salah karena ketidakpahaman saya...saya punya akun dana . Dan membuat dana lagi di hp hp yg lain.dengan KTP saya yang sama . Tiba tiba akun dana saya yg lama di bekukan .masih ada saldo nya lagi lumayan .minta di aktifin lagi susah nya minta ampun ..padahal saya udah penuhi syarat..semua sampai verifikasi muka. Kan sudah terbukti bukan penipu tapi masih susah untuk mengaktifkan aplikasi ini bagus tapi penanganan nya lama...,NEGATIVE
Kristopen Taf,4,2024-02-15 06:25:30,sangat baik,POSITIVE
Lamboy Boy,5,2024-02-15 06:21:08,ok,NEGATIVE
Siti Lpg,4,2024-02-15 06:19:52,sejauh ini Alhamdulillah baik,POSITIVE
KP- Vicky hari,1,2024-02-15 06:18:08,Kak nomer saya sudah hilang dan tidak aktif gimana cara login lainnya ya,NEUTRAL
Rian Resto firmansyah,1,2024-02-15 06:17:07,Aplikasi dana saya laporan maalah tidak ditanggapi hilang saldo 250 ribu kenapa bisa hilang coba apk dana gak aman gini,NEGATIVE
Aprilia Kartini,1,2024-02-15 06:15:17,"Kenapa ya udh update ke premium tapi lama banget buat dana bisa di pakai ,transfer juga belum bisa payer belum kyc terus,emang berapa lama nunggu setelah update ke premium?",NEGATIVE
Rahmatsyah Nst,5,2024-02-15 06:13:01,Good morning,NEUTRAL
Eka Cahyadi Sakti,3,2024-02-15 06:12:59,bagus,POSITIVE
Fitra ramadani,1,2024-02-15 06:12:45,Sudah dua hari saldo e-wallet saya tidak masuk padahal saldo saya sudah berkurang,NEUTRAL
Paijan Nasution,5,2024-02-15 06:11:55,sangat membantu,POSITIVE
JAMSARI,5,2024-02-15 06:07:28,punya link dana luar biasa tf tanpa kena potongan,NEUTRAL
Jauhar Maknun,3,2024-02-15 06:06:42,Perbaiki layanan,NEGATIVE
mudi zacky,3,2024-02-15 06:06:01,Knp sya tdk bisa masuk,NEUTRAL
Angga Deny,1,2024-02-15 05:59:48,Knpa saya tidak bisa verifikasi akun?,NEGATIVE
Eka Agustin,1,2024-02-15 05:58:40,"Tolong dong saya up ke premium dari hari selasa sore sampai hari ini belum di konfirmasi,CS dana juga gabisa di teelfon,diwa juga gabisa(nomernya tidak terdaftar),tolong dong pihak dana nya bagaimana ini kok responnya lama sekali",NEGATIVE
Iqbal Mahesa,5,2024-02-15 05:57:45,baik,POSITIVE
Idris Panton,5,2024-02-15 05:57:12,bagus,POSITIVE
Fherly Fherlyan,1,2024-02-15 05:55:16,"Saya merasa di rugikan dana,saya ngirim uang ke BRI awal masuk tapi di tarik lagi oleh pihak bank DBS...dan saya tidak tau uang saya entah dimana,,saya minta ajukan pengembalian dana kerna tempat saya dan penerimah beda daerah,,kami tidak dapat memproses gendala salah kirim anda...",NEGATIVE
power irfan,5,2024-02-15 05:50:39,Bagus seperti..... biasa... jgn pake Poto Mulu ah...... malu udah kaya teroris aja.. dipoto terus muka jeleknya.... Poto Mulu... Diganti dong bosss,NEGATIVE
Parmanoan Sihombing,1,2024-02-15 05:49:17,"uang dari dana ku hilang, dan Cs dana tidak bertanggung jawab",NEGATIVE
tera Nazdia,1,2024-02-15 05:46:58,"Tolong ini kenapa dipersulit mau upgrade ke premium Otomatis jadi tidak bisa saya gunakan untuk transaksi, karena nunggu lama prosesnya",NEGATIVE
Alveria Ria,2,2024-02-15 05:46:18,lambatt melalukan transfer,NEUTRAL
Wansah Sajaa,5,2024-02-15 05:45:44,Terima aksih,POSITIVE
Ria Efriani619,5,2024-02-15 05:44:38,mempermudah segalanya ☺makasih dana,POSITIVE
jaenatun dali,2,2024-02-15 05:44:35,di ss GK boleh kenapa ni....repot,NEGATIVE
Ragil Prastyo,5,2024-02-15 05:43:34,Saya nyaman aman cepat dan puas,POSITIVE
AFJ FF ml rob,1,2024-02-15 05:42:14,enak,POSITIVE
Ahmad Zainun,5,2024-02-15 05:41:57,Baik,POSITIVE
Nanang Nanang,5,2024-02-15 05:39:45,sangat mudah,POSITIVE
FelxyBoy,5,2024-02-15 05:36:13,sangat suka dengan aplikasi,POSITIVE
acung 28,1,2024-02-15 05:36:05,"Aplikasi paling g jelas call center susah banget di hubungi dana digital sama aja,bolak balik dm ig sama aja",NEGATIVE
Badrud Sam,2,2024-02-15 05:34:51,Kok gx bisa masuk2 sih kak,NEGATIVE
Yuser Ajah75,5,2024-02-15 05:34:40,Pingin coba apakah amanah,POSITIVE
Akhmad rizal Asfa tantowi,1,2024-02-15 05:32:59,"akun saya di proteksi dengan tiba tiba dan sudah saya coba dengan segala macam cara menghubungi customer servise tetap aja gada jawaban,pas posisi lagi butuh banget uang nya ada 2juta tiba tiba aju. di proteksi ,gada jalan keluar sama sekali ini dana",NEGATIVE
Aji Mustiki,5,2024-02-15 05:30:36,sangat Membatu sekali..,POSITIVE
Wahyu Melia Putri,4,2024-02-15 05:30:07,Ok,POSITIVE
Aldy Dasuki,5,2024-02-15 05:29:09,mantap,POSITIVE
Reno 83,5,2024-02-15 05:28:29,Puaaaasss,POSITIVE
Akhmad Pai,4,2024-02-15 05:27:18,keren mantapp,POSITIVE
Romie Donjuan,5,2024-02-15 05:27:05,mantapp,POSITIVE
Agoes Hammer (Agoeshammer),5,2024-02-15 05:26:49,good,NEGATIVE
Hafiful irfan Hsb,3,2024-02-15 05:26:17,"Kenapa hari ini masuk/log in via perivikasi wajah di non aktifkan ,mohon diaktifkan kembali",NEUTRAL
Adi Bae,5,2024-02-15 05:25:11,saya tidak bisa masuk dana,NEGATIVE
Mantanku Cakra,5,2024-02-15 05:24:40,sangat bagus,POSITIVE
Upri Kejeblos,3,2024-02-15 05:20:10,Saya kaga bisa masuk,NEUTRAL
Nur aini Aini,5,2024-02-15 05:19:48,Tap aplikasi ini,NEUTRAL
Priyanto Aji putra,1,2024-02-15 05:19:35,Mohon bantuannya kepada pikah dana. Dalam masalah saldo saya hilang. Dan sdh melapor dan membuat kronologis nya ke jadian nya. knp tiada ada respon dan balasan dari pihak dana saldo saya blm juga kembali,NEUTRAL
Sahata Parlin Tamba,4,2024-02-15 05:18:04,tambah kan fitur Sidik jari biar lebih aman lagi saat buka aplikasi dan transaksi,NEUTRAL
Jajang Mulyana,5,2024-02-15 05:16:08,Sangat membantu,POSITIVE
Jovan Alkhantara,1,2024-02-15 05:16:07,selalu upgref,POSITIVE
Ningsihh cantik,5,2024-02-15 05:14:01,sangat membantu,POSITIVE
Cani Family net,1,2024-02-15 05:13:40,TERJADI LAGI UDAH 3X YG PERTAMA 450K KE DUA 2.4K YANG KE TIGA 1.3K NYANGKUT SEMUA INI NIAT BIKIN APLIKASI GAK SIE .. LAPOR CHAT DI BALAS ROBOT TELP COSTUMERS SERVICE JAWABAN NYA BLUNDER LAPOR VIA GMIAL G DI RESPON UINSTAL AJA DAH RUGI BANGTS INSTAL INI APLIKASI,NEUTRAL
Purwanti Dasih,5,2024-02-15 05:12:14,proses upgrad dana premium kelamaan jadi gak bisa kirim,NEGATIVE
Aydan Lewar,5,2024-02-15 05:08:51,Sangat bagus dan aman,POSITIVE
Shinta Teresia,1,2024-02-15 05:05:45,Dana top up saya kok ngga masuk²!?,NEGATIVE
Saillah Azma Tampubolon,2,2024-02-15 05:04:50,"Kok gk bisa isi saldo ya, trus susah sekali utk berubah ke premium karna saya ganti no, sudah di chat admin juga gda kejelasan caranya sudah dicoba. Ini mau isi saldo di klik berapa kali gk bisa"" gimana ya ini",NEGATIVE
Kiki Kurniawan B,1,2024-02-15 05:04:08,Mau beli paket data udah 3x topup ga mau masuk saldo tetep aja gmn mau maju dana Cek riwayat juga sama. Eror gmana gw butuh duit,NEGATIVE
Toglo Sazah,5,2024-02-15 05:01:57,Sungguh bagus,POSITIVE
Sutriady Ahmad,4,2024-02-15 05:00:14,Sangat mudah di gunakan sangat mudah di mengerti dan sangat membantu masalah transaksi keuangan tanpa ribet,POSITIVE
Laiyannn Samuraii,1,2024-02-15 04:56:30,"Nyesel up ke premium, mw login malah gagal, loginnya dipersulit ngent",NEGATIVE
Hesti Nur aini,1,2024-02-15 04:52:29,"Saya tidak tau siapa yg lapor akun dana saya bilang akun saya sbagai penipu sehingga dana saya tidak bisa di aktifkan kembali Seementara saya terakhir hanya melakukan top up dana di Alfamart Saya tidak mengetahui Untuk yg melaporkan saya sebagai penipu, jika berkenan tolong kirim kan data nama dan no tlp yg melaporkan saya, Malah balasn email saya di cs dana seperti itu Jika tidak ada itikad baik dari pihak dana saya akan lapor dan langsung ke kantor pusat di Jakarta",NEGATIVE
singgih gaming,4,2024-02-15 04:51:53,praktis,NEGATIVE
Arina,3,2024-02-15 04:51:28,Kenapa sekarang harus ada minimal saldonya kalo mau narik yaa? Saldo saya sisa 50.000 pas mau ditarik gak bisa dan ada pemberitahuan kalau minim saldo 53K padahal yang dulu² bisa dan memudahkan banget (saya udh pake ±2 tahun). Kecewa berat sihh udah gitu makin kesini loadingnya suka lamaaaa banget padahal signal full batang😌,NEGATIVE
Hikmat Iriansyah,5,2024-02-15 04:50:07,Ok banget,POSITIVE
Tauhid Hid,1,2024-02-15 04:46:45,Ga bisa login maupun daftar device android...!!!,NEUTRAL
Rendi Aditya Ramdan,5,2024-02-15 04:46:07,sangat bagus sekali,POSITIVE
Lif Alif,1,2024-02-15 04:44:49,"Apk Bngst.. Saldo dana gue tiba2 hilang,mana minta masukin vertifikasi wajah mulu.Terus jngan nato uang gede2 nanti ilang.",NEGATIVE
Dede Suhendi,1,2024-02-15 04:44:42,Ah tolol gak bisa login otp gk di kasin Sudah jelas mau login malah lihat di pesan peripikasi nya Mau peripikasi nya gimana coba baru aja mau login,NEUTRAL
Shaqueena baskoro,5,2024-02-15 04:44:33,good banget,NEGATIVE
Rudi Ariyanto,5,2024-02-15 04:42:11,Mantap,POSITIVE
VIP BRONZE,3,2024-02-15 04:41:31,LEMOT APK !!!!,POSITIVE
Rika Setiawati,1,2024-02-15 04:40:29,"Dana sekarang makin ribet, makin gajelas.",NEGATIVE
Hesty awaty,5,2024-02-15 04:39:39,Sangat membantu..tapi sayang harus dngan sinyal yg full baru bisa kebuka.sdangkan kita g selalu ada dtmpat yg jaringannya stabil,POSITIVE
Salma Salsabilla,1,2024-02-15 04:38:17,"saya kirim shoopepay lewat e wallet dana nomor nya sudah benar nama nya pun benar transaksi sudah berhasil tapi belum sampai ke nomor tujuan di suruh tunggu 2 hari gila aja kalau uang nya ga balik lagi , mana uang hasil cape semalaman tega banget dana nipu hati hati deh buat yang lain nya",NEGATIVE
Hot Rini Simbolon,1,2024-02-15 04:38:10,"setiap buka aplikasi nya lemot terus heran kenapa ga kaya dulu, di update bukanya makin bagus malah makin ancur padahal walle² yg lan bagus² aja pada cepet di bukanya ga deley tolong pihak developer perbaiki agar konsumen tidak kecewa",NEGATIVE
Anton Anton. M,5,2024-02-15 04:36:25,memudahkan,POSITIVE
B aja,5,2024-02-15 04:36:22,sangat membantu sekalih,POSITIVE
Julian Tanjung,5,2024-02-15 04:35:55,good,NEGATIVE
Harez 79,4,2024-02-15 04:34:05,Terjadi kendala saat ingin login,NEGATIVE
Alman Pratama,5,2024-02-15 04:34:04,sangat baik,POSITIVE
Eko riyanto,5,2024-02-15 04:30:19,puas pakek aplikasi dana,NEUTRAL
Dimas Dimas321,1,2024-02-15 04:28:55,cara masuk akun dana tampa no otp,NEUTRAL
Irawansyah Irawan,1,2024-02-15 04:27:38,"Lama betul proses premium nya , infonya di suruh tunggu 1 hari kerja ,ini sudah lebih 1 hari blm juga selesai",NEUTRAL
Yanti Yan,5,2024-02-15 04:27:25,Sangat menyenang kan,POSITIVE
Ardi Yanto,5,2024-02-15 04:27:03,sangat membantu,POSITIVE
Nurul Jae,1,2024-02-15 04:26:42,Gimana sih pihak dana refund saldo gak balik balik sampai sekarang udah hampir satu bulan customers servisnya juga gak jelas gak ada penyelesaianya Udah jangan pakai apk ini lagi di gak bisa nyelsain masalah,NEGATIVE
Denny Prianto,1,2024-02-15 04:24:59,sangat membantu,POSITIVE
muhammad Adis,5,2024-02-15 04:24:56,Aplikasi nya bagus,POSITIVE
Xiomi Redmi10,1,2024-02-15 04:24:32,"Haloo dana, sy punya saldo tpi tdk bsa melakukan transaksi karena terhalang dana belum premium, saya mau daftar premium ktp saya sudah pernah di gunakan, dan nomor tlp yg lama sudah hilang. Bagaimana solusi nya agar saldo saya bisa saya tarik ?",NEUTRAL
