full_text,lowercase,normalized,tokens,no_stopword,stemmed,data_clean
OpenAI just turned ChatGPT into an app platform also unveiling a drag-and-drop platform for building AI agents at DevDay 2025 but the polish comes with strings attached. https://t.co/c9eetOcGdh,openai just turned chatgpt into an app platform also unveiling a drag-and-drop platform for building ai agents at devday 2025 but the polish comes with strings attached. https://t.co/c9eetocgdh,openai just turned chatgpt into an app platform also unveiling a draganddrop platform for building ai agents at devday but the polish comes with strings attached,"['openai', 'just', 'turned', 'chatgpt', 'into', 'an', 'app', 'platform', 'also', 'unveiling', 'a', 'draganddrop', 'platform', 'for', 'building', 'ai', 'agents', 'at', 'devday', 'but', 'the', 'polish', 'comes', 'with', 'strings', 'attached']","['openai', 'turned', 'chatgpt', 'app', 'platform', 'also', 'unveiling', 'draganddrop', 'platform', 'building', 'agents', 'devday', 'polish', 'comes', 'strings', 'attached']","['opena', 'turned', 'chatgpt', 'app', 'platform', 'also', 'unveiling', 'draganddrop', 'platform', 'building', 'agents', 'devday', 'polish', 'comes', 'strings', 'attached']",opena turned chatgpt app platform also unveiling draganddrop platform building agents devday polish comes strings attached
Who wore the thinking cap at DevDay today?,who wore the thinking cap at devday today?,who wore the thinking cap at devday today,"['who', 'wore', 'the', 'thinking', 'cap', 'at', 'devday', 'today']","['wore', 'thinking', 'cap', 'devday', 'today']","['wore', 'thinking', 'cap', 'devday', 'today']",wore thinking cap devday today
@VishvendraReddy @chatgpt21 OpenAI's DevDay 2025 announced new tools like GPT-5 Pro real-time APIs and a workflow builder for AI agents. The post exaggerates that these could disrupt countless startups by simplifying AI app creation. More at https://t.co/KBLPkVgOea.,@vishvendrareddy @chatgpt21 openai's devday 2025 announced new tools like gpt-5 pro real-time apis and a workflow builder for ai agents. the post exaggerates that these could disrupt countless startups by simplifying ai app creation. more at https://t.co/kblpkvgoea.,openais devday announced new tools like gpt pro realtime apis and a workflow builder for ai agents the post exaggerates that these could disrupt countless startups by simplifying ai app creation more at,"['openais', 'devday', 'announced', 'new', 'tools', 'like', 'gpt', 'pro', 'realtime', 'apis', 'and', 'a', 'workflow', 'builder', 'for', 'ai', 'agents', 'the', 'post', 'exaggerates', 'that', 'these', 'could', 'disrupt', 'countless', 'startups', 'by', 'simplifying', 'ai', 'app', 'creation', 'more', 'at']","['openais', 'devday', 'announced', 'new', 'tools', 'like', 'gpt', 'pro', 'realtime', 'apis', 'workflow', 'builder', 'agents', 'post', 'exaggerates', 'could', 'disrupt', 'countless', 'startups', 'simplifying', 'app', 'creation']","['openais', 'devday', 'announced', 'new', 'tools', 'like', 'gpt', 'pro', 'realtime', 'apis', 'workflow', 'builder', 'agents', 'post', 'exaggerates', 'could', 'disrupt', 'countless', 'startups', 'simplifying', 'app', 'creation']",openais devday announced new tools like gpt pro realtime apis workflow builder agents post exaggerates could disrupt countless startups simplifying app creation
@designertom_ @zoink @OpenAI Yes it's possible. Here's the full transcription (lightly edited for clarity): Hey all Dylan from Figma here. Happy DevDay! We're excited about our ChatGPT app for FigJam connecting to Figma for easy diagramming. Demo 1 (mobile): Snap photo of hand-drawn diagram ChatGPT,@designertom_ @zoink @openai yes it's possible. here's the full transcription (lightly edited for clarity): hey all dylan from figma here. happy devday! we're excited about our chatgpt app for figjam connecting to figma for easy diagramming. demo 1 (mobile): snap photo of hand-drawn diagram chatgpt,yes its possible heres the full transcription lightly edited for clarity hey all dylan from figma here happy devday were excited about our chatgpt app for figjam connecting to figma for easy diagramming demo mobile snap photo of handdrawn diagram chatgpt,"['yes', 'its', 'possible', 'heres', 'the', 'full', 'transcription', 'lightly', 'edited', 'for', 'clarity', 'hey', 'all', 'dylan', 'from', 'figma', 'here', 'happy', 'devday', 'were', 'excited', 'about', 'our', 'chatgpt', 'app', 'for', 'figjam', 'connecting', 'to', 'figma', 'for', 'easy', 'diagramming', 'demo', 'mobile', 'snap', 'photo', 'of', 'handdrawn', 'diagram', 'chatgpt']","['yes', 'possible', 'heres', 'full', 'transcription', 'lightly', 'edited', 'clarity', 'hey', 'dylan', 'figma', 'happy', 'devday', 'excited', 'chatgpt', 'app', 'figjam', 'connecting', 'figma', 'easy', 'diagramming', 'demo', 'mobile', 'snap', 'photo', 'handdrawn', 'diagram', 'chatgpt']","['yes', 'possible', 'heres', 'full', 'transcription', 'lightly', 'edited', 'clarity', 'hey', 'dyl', 'figma', 'happy', 'devday', 'excited', 'chatgpt', 'app', 'figjam', 'connecting', 'figma', 'easy', 'diagramming', 'demo', 'mobile', 'snap', 'photo', 'handdrawn', 'diagram', 'chatgpt']",yes possible heres full transcription lightly edited clarity hey dyl figma happy devday excited chatgpt app figjam connecting figma easy diagramming demo mobile snap photo handdrawn diagram chatgpt
.@romainhuet demo ing Codex autoreview for GitHub PRs at @OpenAI DevDay. IMHO it is :chefskiss: https://t.co/pbfrYKBDWC,.@romainhuet demo ing codex autoreview for github prs at @openai devday. imho it is :chefskiss: https://t.co/pbfrykbdwc,demo ing codex autoreview for github prs at devday imho it is chefskiss,"['demo', 'ing', 'codex', 'autoreview', 'for', 'github', 'prs', 'at', 'devday', 'imho', 'it', 'is', 'chefskiss']","['demo', 'ing', 'codex', 'autoreview', 'github', 'prs', 'devday', 'imho', 'chefskiss']","['demo', 'ing', 'codex', 'autoreview', 'github', 'prs', 'devday', 'imho', 'chefskiss']",demo ing codex autoreview github prs devday imho chefskiss
@GabrielPeterss4 Will multi-fram generation for Sora 2 video generator be mentioned at devday 2025??,@gabrielpeterss4 will multi-fram generation for sora 2 video generator be mentioned at devday 2025??,will multifram generation for sora video generator be mentioned at devday,"['will', 'multifram', 'generation', 'for', 'sora', 'video', 'generator', 'be', 'mentioned', 'at', 'devday']","['multifram', 'generation', 'sora', 'video', 'generator', 'mentioned', 'devday']","['multifram', 'generation', 'sora', 'video', 'generator', 'mentioned', 'devday']",multifram generation sora video generator mentioned devday
@designertom_ @zoink @OpenAI Hey here's a transcription of the video: Dylan from Figma demos new ChatGPT app for FigJam at DevDay. - Mobile: Snaps photo of hand-drawn diagram ChatGPT recreates it as editable FigJam file. - Desktop: Prompts o1-pro for tech tree to 2100 (e.g. AI biotech). Generates,@designertom_ @zoink @openai hey here's a transcription of the video: dylan from figma demos new chatgpt app for figjam at devday. - mobile: snaps photo of hand-drawn diagram chatgpt recreates it as editable figjam file. - desktop: prompts o1-pro for tech tree to 2100 (e.g. ai biotech). generates,hey heres a transcription of the video dylan from figma demos new chatgpt app for figjam at devday mobile snaps photo of handdrawn diagram chatgpt recreates it as editable figjam file desktop prompts opro for tech tree to eg ai biotech generates,"['hey', 'heres', 'a', 'transcription', 'of', 'the', 'video', 'dylan', 'from', 'figma', 'demos', 'new', 'chatgpt', 'app', 'for', 'figjam', 'at', 'devday', 'mobile', 'snaps', 'photo', 'of', 'handdrawn', 'diagram', 'chatgpt', 'recreates', 'it', 'as', 'editable', 'figjam', 'file', 'desktop', 'prompts', 'opro', 'for', 'tech', 'tree', 'to', 'eg', 'ai', 'biotech', 'generates']","['hey', 'heres', 'transcription', 'video', 'dylan', 'figma', 'demos', 'new', 'chatgpt', 'app', 'figjam', 'devday', 'mobile', 'snaps', 'photo', 'handdrawn', 'diagram', 'chatgpt', 'recreates', 'editable', 'figjam', 'file', 'desktop', 'prompts', 'opro', 'tech', 'tree', 'biotech', 'generates']","['hey', 'heres', 'transcription', 'video', 'dyl', 'figma', 'demos', 'new', 'chatgpt', 'app', 'figjam', 'devday', 'mobile', 'snaps', 'photo', 'handdrawn', 'diagram', 'chatgpt', 'recreates', 'editable', 'figjam', 'file', 'desktop', 'prompts', 'opro', 'tech', 'tree', 'biotech', 'generates']",hey heres transcription video dyl figma demos new chatgpt app figjam devday mobile snaps photo handdrawn diagram chatgpt recreates editable figjam file desktop prompts opro tech tree biotech generates
OpenAI just wiped out half of AI related startups. DevDay was a bombshell. If you missed it here s your quick catch-up. Bl 1. Apps Software Development Kit known as SDK - The ChatGPT App Store Is Here Think Shopify s App Ecosystem or Whop but built directly into ChatGPT.,openai just wiped out half of ai related startups. devday was a bombshell. if you missed it here s your quick catch-up. bl 1. apps software development kit known as sdk - the chatgpt app store is here think shopify s app ecosystem or whop but built directly into chatgpt.,openai just wiped out half of ai related startups devday was a bombshell if you missed it here s your quick catchup bl apps software development kit known as sdk the chatgpt app store is here think shopify s app ecosystem or whop but built directly into chatgpt,"['openai', 'just', 'wiped', 'out', 'half', 'of', 'ai', 'related', 'startups', 'devday', 'was', 'a', 'bombshell', 'if', 'you', 'missed', 'it', 'here', 's', 'your', 'quick', 'catchup', 'bl', 'apps', 'software', 'development', 'kit', 'known', 'as', 'sdk', 'the', 'chatgpt', 'app', 'store', 'is', 'here', 'think', 'shopify', 's', 'app', 'ecosystem', 'or', 'whop', 'but', 'built', 'directly', 'into', 'chatgpt']","['openai', 'wiped', 'half', 'related', 'startups', 'devday', 'bombshell', 'missed', 'quick', 'catchup', 'apps', 'software', 'development', 'kit', 'known', 'sdk', 'chatgpt', 'app', 'store', 'think', 'shopify', 'app', 'ecosystem', 'whop', 'built', 'directly', 'chatgpt']","['opena', 'wiped', 'half', 'related', 'startups', 'devday', 'bombshell', 'missed', 'quick', 'catchup', 'apps', 'software', 'development', 'kit', 'known', 'sdk', 'chatgpt', 'app', 'store', 'think', 'shopify', 'app', 'ecosystem', 'whop', 'built', 'directly', 'chatgpt']",opena wiped half related startups devday bombshell missed quick catchup apps software development kit known sdk chatgpt app store think shopify app ecosystem whop built directly chatgpt
As OpenAI DevDay 2025 wraps up is @speedrun going to keep my party going? Please approve my partiful requests https://t.co/OyqCXHhUhL,as openai devday 2025 wraps up is @speedrun going to keep my party going? please approve my partiful requests https://t.co/oyqcxhhuhl,as openai devday wraps up is going to keep my party going please approve my partiful requests,"['as', 'openai', 'devday', 'wraps', 'up', 'is', 'going', 'to', 'keep', 'my', 'party', 'going', 'please', 'approve', 'my', 'partiful', 'requests']","['openai', 'devday', 'wraps', 'going', 'keep', 'party', 'going', 'please', 'approve', 'partiful', 'requests']","['opena', 'devday', 'wraps', 'going', 'keep', 'party', 'going', 'please', 'approve', 'partiful', 'requests']",opena devday wraps going keep party going please approve partiful requests
@thdxr I'm at DevDay every AI consumer startup is fucked. At best OAI will give the team an exit. You won't outcompete long-term,@thdxr i'm at devday every ai consumer startup is fucked. at best oai will give the team an exit. you won't outcompete long-term,im at devday every ai consumer startup is fucked at best oai will give the team an exit you wont outcompete longterm,"['im', 'at', 'devday', 'every', 'ai', 'consumer', 'startup', 'is', 'fucked', 'at', 'best', 'oai', 'will', 'give', 'the', 'team', 'an', 'exit', 'you', 'wont', 'outcompete', 'longterm']","['devday', 'every', 'consumer', 'startup', 'fucked', 'best', 'oai', 'give', 'team', 'exit', 'wont', 'outcompete', 'longterm']","['devday', 'every', 'consumer', 'startup', 'fucked', 'best', 'oai', 'give', 'team', 'exit', 'wont', 'outcompete', 'longterm']",devday every consumer startup fucked best oai give team exit wont outcompete longterm
@OpenAI DevDay dropped more updates than my phone has storage! Next year: Now shipping coffee refills and bug-free Mondays. ,@openai devday dropped more updates than my phone has storage! next year: now shipping coffee refills and bug-free mondays. ,devday dropped more updates than my phone has storage next year now shipping coffee refills and bugfree mondays,"['devday', 'dropped', 'more', 'updates', 'than', 'my', 'phone', 'has', 'storage', 'next', 'year', 'now', 'shipping', 'coffee', 'refills', 'and', 'bugfree', 'mondays']","['devday', 'dropped', 'updates', 'phone', 'storage', 'next', 'year', 'shipping', 'coffee', 'refills', 'bugfree', 'mondays']","['devday', 'dropped', 'updates', 'phone', 'storage', 'next', 'year', 'shipping', 'coffee', 'refills', 'bugfree', 'mondays']",devday dropped updates phone storage next year shipping coffee refills bugfree mondays
@OpenAI Shipping hype not hardware . Everything shipped at DevDay? The hype hit the dock actual releases still in beta and my ticket to the party never arrived.,@openai shipping hype not hardware . everything shipped at devday? the hype hit the dock actual releases still in beta and my ticket to the party never arrived.,shipping hype not hardware everything shipped at devday the hype hit the dock actual releases still in beta and my ticket to the party never arrived,"['shipping', 'hype', 'not', 'hardware', 'everything', 'shipped', 'at', 'devday', 'the', 'hype', 'hit', 'the', 'dock', 'actual', 'releases', 'still', 'in', 'beta', 'and', 'my', 'ticket', 'to', 'the', 'party', 'never', 'arrived']","['shipping', 'hype', 'hardware', 'everything', 'shipped', 'devday', 'hype', 'hit', 'dock', 'actual', 'releases', 'still', 'beta', 'ticket', 'party', 'never', 'arrived']","['shipping', 'hype', 'hardware', 'everything', 'shipped', 'devday', 'hype', 'hit', 'dock', 'actual', 'releases', 'still', 'beta', 'ticket', 'party', 'never', 'arrived']",shipping hype hardware everything shipped devday hype hit dock actual releases still beta ticket party never arrived
