idx,Opertaor,Field,Keyword / Phrase
650,OR,TITLE-ABS,water ecosystem
651,OR,TITLE-ABS,water ecosystem
652,OR,TITLE-ABS,protection
653,OR,AUTHKEY,water ecosystems
654,OR,AUTHKEY,water eco-systems
655,OR,AUTHKEY,water ecosystem
656,OR,AUTHKEY,water eco-system
657,AND,AUTHKEY,protection
658,OR,AUTHKEY,water ecosystems
659,OR,AUTHKEY,water ecosystems
660,OR,AUTHKEY,water ecosystem
661,OR,AUTHKEY,water ecosystem
662,AND,AUTHKEY,protection
663,OR,TITLE-ABS,protect*
664,OR,TITLE-ABS,conservation*
665,AND,TITLE-ABS,water
666,OR,TITLE-ABS,lake*
667,OR,TITLE-ABS,river*
668,OR,TITLE-ABS,basin*
669,OR,TITLE-ABS,estuar*
670,AND,TITLE-ABS,ecosystem*
671,OR,AUTHKEY,protect*
672,OR,AUTHKEY,conservation*
673,AND,AUTHKEY,water
674,OR,AUTHKEY,lake*
675,OR,AUTHKEY,river*
676,OR,AUTHKEY,basin*
677,OR,AUTHKEY,estuar*
678,AND,AUTHKEY,ecosystem*
679,OR,TITLE-ABS,preservation of wetlands
680,OR,TITLE-ABS,preservation of wetland
681,OR,TITLE-ABS,preserve wetlands
682,OR,TITLE-ABS,preserve river
683,OR,TITLE-ABS,wetland preservation
684,OR,TITLE-ABS,wetlands preservation
685,OR,AUTHKEY,preservation of wetlands
686,OR,AUTHKEY,preservation of wetland
687,OR,AUTHKEY,preserve wetlands
688,OR,AUTHKEY,preserve river
689,OR,AUTHKEY,wetland preservation
690,OR,AUTHKEY,wetlands preservation
691,OR,TITLE-ABS,lake degradation
692,OR,AUTHKEY,lake degradation
693,OR,TITLE-ABS,water ecosystems
694,OR,TITLE-ABS,water eco-systems
695,OR,TITLE-ABS,water ecosystem
696,OR,TITLE-ABS,water eco-system
697,AND,TITLE-ABS,restoration
698,OR,TITLE-ABS,water ecosystems
699,OR,TITLE-ABS,water ecosystems
700,OR,TITLE-ABS,water ecosystem
701,OR,TITLE-ABS,water ecosystem
702,AND,TITLE-ABS,restoration
703,OR,AUTHKEY,water ecosystems
704,OR,AUTHKEY,water eco-systems
705,OR,AUTHKEY,water ecosystem
706,OR,AUTHKEY,water eco-system
707,AND,AUTHKEY,restoration
708,OR,AUTHKEY,water ecosystems
709,OR,AUTHKEY,water ecosystems
710,OR,AUTHKEY,water ecosystem
711,OR,AUTHKEY,water ecosystem
712,AND,AUTHKEY,restoration
713,OR,TITLE-ABS,rivers
714,AND,TITLE-ABS,rehabilitation
715,OR,AUTHKEY,rivers
716,AND,AUTHKEY,rehabilitation
717,OR,TITLE-ABS,riparian
718,AND,TITLE-ABS,protection
719,OR,AUTHKEY,riparian
720,AND,AUTHKEY,protection
721,OR,TITLE-ABS,lakes
722,OR,TITLE-ABS,lake
723,AND,TITLE-ABS,restoration and management
724,OR,AUTHKEY,lakes
725,OR,AUTHKEY,lake
726,AND,AUTHKEY,restoration and management
727,OR,TITLE-ABS,riparian rehabilitation
728,OR,AUTHKEY,riparian rehabilitation
729,OR,TITLE-ABS,lake
730,OR,TITLE-ABS,river
731,OR,TITLE-ABS,aquifer
732,AND,TITLE-ABS,Resource protection
733,OR,AUTHKEY,lake
734,OR,AUTHKEY,river
735,OR,AUTHKEY,aquifer
736,OR,AUTHKEY,Resource protection
737,OR,TITLE-ABS,rehabilitation of Streambank
738,OR,TITLE-ABS,rehabilitation of Streambanks
739,OR,TITLE-ABS,rehabilitate Streambank
740,OR,TITLE-ABS,rehabilitate Streambanks
741,OR,TITLE-ABS,Streambank rehabilitation
742,OR,TITLE-ABS,Streambanks rehabilitation
743,OR,AUTHKEY,rehabilitation of Streambank
744,OR,AUTHKEY,rehabilitation of Streambanks
745,OR,AUTHKEY,rehabilitate Streambank
746,OR,AUTHKEY,rehabilitate Streambanks
747,OR,AUTHKEY,Streambank rehabilitation
748,OR,AUTHKEY,Streambanks rehabilitation
749,OR,KEY,protection of wetland
750,OR,KEY,protection of wetlands
751,OR,KEY,protection of the wetland
752,OR,KEY,protection of the wetlands
753,OR,KEY,protect wetland
754,OR,KEY,protect wetlands
755,OR,KEY,protect the wetland
756,OR,KEY,protect the wetlands
757,OR,KEY,wetland protection
758,OR,KEY,wetlands protection
759,OR,KEY,rehabilitation of wetland
760,OR,KEY,rehabilitation of wetlands
761,OR,KEY,rehabilitation of the wetland
762,OR,KEY,rehabilitation of the wetlands
763,OR,KEY,wetland rehabilitation
764,OR,KEY,wetlands rehabilitation
765,OR,KEY,rehabilitate wetland
766,OR,KEY,rehabilitate wetlands
767,OR,KEY,rehabilitate the wetland
768,OR,KEY,rehabilitate the wetlands
769,OR,KEY,wetland restoration
770,OR,KEY,wetlands restoration
771,OR,KEY, restoration of wetland
772,OR,KEY,restoration of wetlands
773,OR,KEY,restoration of the wetland
774,OR,KEY,restoration of the wetlands
775,OR,KEY,restore wetland
776,OR,KEY,restore wetlands
777,OR,KEY,restore the wetland
778,OR,KEY,restore the wetlands
779,OR,TITLE-ABS,rehabilitation*
780,OR,TITLE-ABS,restoration*
781,AND,TITLE-ABS,lake*
782,OR,TITLE-ABS,river*
783,OR,TITLE-ABS,basin*
784,OR,TITLE-ABS,estuar*
785,AND,TITLE-ABS,ecosystem*
786,OR,AUTHKEY,rehabilitation*
787,OR,AUTHKEY,restoration*
788,AND,AUTHKEY,lake*
789,OR,AUTHKEY,river*
790,OR,AUTHKEY,basin*
791,OR,AUTHKEY,estuar*
792,AND,AUTHKEY,ecosystem*
793,OR,TITLE-ABS,restoration of groundwater
794,OR,TITLE-ABS,restoration of groundwaters
795,OR,TITLE-ABS,restore groundwater
796,OR,TITLE-ABS,restore groundwaters
797,OR,TITLE-ABS,groundwater restoration
798,OR,TITLE-ABS,groundwaters restoration
799,OR,TITLE-ABS,restoration of ground-water
800,OR,TITLE-ABS,restoration of ground-waters
801,OR,TITLE-ABS,restore ground-water
802,OR,TITLE-ABS,restore ground-waters
803,OR,TITLE-ABS,ground-water restoration
804,OR,TITLE-ABS,ground-waters restoration
805,OR,TITLE-ABS,restoration of groundwater
806,OR,TITLE-ABS,restoration of groundwaters
807,OR,TITLE-ABS,restore groundwater
808,OR,TITLE-ABS,restore groundwaters
809,OR,TITLE-ABS,groundwater restoration
810,OR,TITLE-ABS,groundwaters restoration
811,OR,TITLE-ABS,restoration of groundwater
812,OR,TITLE-ABS,restoration of groundwaters
813,OR,TITLE-ABS,restore groundwater
814,OR,TITLE-ABS,restore groundwaters
815,OR,TITLE-ABS,groundwater restoration
816,OR,TITLE-ABS,groundwaters restoration
817,OR,AUTHKEY,restoration of groundwater
818,OR,AUTHKEY,restoration of groundwaters
819,OR,AUTHKEY,restore groundwater
820,OR,AUTHKEY,restore groundwaters
821,OR,AUTHKEY,groundwater restoration
822,OR,AUTHKEY,groundwaters restoration
823,OR,AUTHKEY,restoration of ground-water
824,OR,AUTHKEY,restoration of ground-waters
825,OR,AUTHKEY,restore ground-water
826,OR,AUTHKEY,restore ground-waters
827,OR,AUTHKEY,ground-water restoration
828,OR,AUTHKEY,ground-waters restoration
829,OR,AUTHKEY,restoration of groundwater
830,OR,AUTHKEY,restoration of groundwaters
831,OR,AUTHKEY,restore groundwater
832,OR,AUTHKEY,restore groundwaters
833,OR,AUTHKEY,groundwater restoration
834,OR,AUTHKEY,groundwaters restoration
835,OR,AUTHKEY,restoration of groundwater
836,OR,AUTHKEY,restoration of groundwaters
837,OR,AUTHKEY,restore groundwater
838,OR,AUTHKEY,restore groundwaters
839,OR,AUTHKEY,groundwater restoration
840,OR,AUTHKEY,groundwaters restoration
841,OR,TITLE-ABS,lakes
842,OR,TITLE-ABS,lake
843,OR,TITLE-ABS,environmental rehabilitation
844,OR,AUTHKEY,lakes
845,OR,AUTHKEY,lake
846,AND,AUTHKEY,environmental rehabilitation
847,OR,TITLE-ABS,rivers
848,OR,TITLE-ABS,river
849,AND,TITLE-ABS,restoration and management
850,OR,AUTHKEY,rivers
851,OR,AUTHKEY,river
852,AND,AUTHKEY,restoration and management
853,OR,TITLE-ABS,riparian
854,AND,TITLE-ABS,restoration
855,OR,AUTHKEY,riparian
856,AND,AUTHKEY,restoration
857,OR,TITLE-ABS,river reclamation
858,OR,AUTHKEY,river reclamation
859,OR,TITLE-ABS,restoration of water eco-system
860,OR,TITLE-ABS,restoration of water eco-systems
861,OR,TITLE-ABS,restoration of the water eco-system
862,OR,TITLE-ABS,restoration of the water eco-systems
863,OR,TITLE-ABS,restore water eco-system
864,OR,TITLE-ABS,restore water eco-systems
865,OR,TITLE-ABS,restore the water eco-system
866,OR,TITLE-ABS,restore the water eco-systems
867,OR,TITLE-ABS,water eco-system restoration
868,OR,TITLE-ABS,water eco-systems restoration
869,OR,TITLE-ABS,restoration of water ecosystem
870,OR,TITLE-ABS,restoration of water ecosystems
871,OR,TITLE-ABS,restoration of the water ecosystem
872,OR,TITLE-ABS,restoration of the water ecosystems
873,OR,TITLE-ABS,restore water ecosystem
874,OR,TITLE-ABS,restore water ecosystems
875,OR,TITLE-ABS,restore the water ecosystem
876,OR,TITLE-ABS,restore the water ecosystems
877,OR,TITLE-ABS,water ecosystem restoration
878,OR,TITLE-ABS,water ecosystems restoration
879,OR,AUTHKEY,restoration of water eco-system
880,OR,AUTHKEY,restoration of water eco-systems
881,OR,AUTHKEY,restoration of the water eco-system
882,OR,AUTHKEY,restoration of the water eco-systems
883,OR,AUTHKEY,restore water eco-system
884,OR,AUTHKEY,restore water eco-systems
885,OR,AUTHKEY,restore the water eco-system
886,OR,AUTHKEY,restore the water eco-systems
887,OR,AUTHKEY,water eco-system restoration
888,OR,AUTHKEY,water eco-systems restoration
889,OR,AUTHKEY,restoration of water ecosystem
890,OR,AUTHKEY,restoration of water ecosystems
891,OR,AUTHKEY,restoration of the water ecosystem
892,OR,AUTHKEY,restoration of the water ecosystems
893,OR,AUTHKEY,restore water ecosystem
894,OR,AUTHKEY,restore water ecosystems
895,OR,AUTHKEY,restore the water ecosystem
896,OR,AUTHKEY,restore the water ecosystems
897,OR,AUTHKEY,water ecosystem restoration
898,OR,AUTHKEY,water ecosystems restoration
899,OR,TITLE-ABS,preservation of lakes
900,OR,TITLE-ABS,preservation of lake
901,OR,TITLE-ABS,preserve lakes
902,OR,TITLE-ABS,preserve lake
903,OR,TITLE-ABS,lake preservation
904,OR,TITLE-ABS,lakes preservation
905,OR,AUTHKEY,preservation of lakes
906,OR,AUTHKEY,preservation of lake
907,OR,AUTHKEY,preserve lakes
908,OR,AUTHKEY,preserve lake
909,OR,AUTHKEY,lake preservation
910,OR,AUTHKEY,lakes preservation
911,OR,TITLE-ABS,rivers
912,AND,TITLE-ABS,protection
913,AND,TITLE-ABS,restoration
914,OR,AUTHKEY,rivers
915,AND,AUTHKEY,protection
916,AND,AUTHKEY,restoration
917,OR,TITLE-ABS,freshwater ecosystems
918,OR,TITLE-ABS,freshwater eco-systems
919,OR,TITLE-ABS,freshwater ecosystem
920,OR,TITLE-ABS,freshwater eco-system
921,AND,TITLE-ABS,restoration
922,OR,TITLE-ABS,rehabilitation
923,OR,TITLE-ABS,restoration
924,OR,TITLE-ABS,freshwater ecosystems
925,OR,TITLE-ABS,freshwater ecosystems
926,OR,TITLE-ABS,freshwater ecosystem
927,OR,TITLE-ABS,freshwater ecosystem
928,AND,TITLE-ABS,restoration
929,OR,TITLE-ABS,rehabilitation
930,OR,TITLE-ABS,restoration
931,OR,AUTHKEY,freshwater ecosystems
932,OR,AUTHKEY,freshwater eco-systems
933,OR,AUTHKEY,freshwater ecosystem
934,OR,AUTHKEY,freshwater eco-system
935,AND,AUTHKEY,restoration
936,OR,AUTHKEY,rehabilitation
937,OR,AUTHKEY,restoration
938,OR,AUTHKEY,freshwater ecosystems
939,OR,AUTHKEY,freshwater ecosystems
940,OR,AUTHKEY,freshwater ecosystem
941,OR,AUTHKEY,freshwater ecosystem
942,OR,AUTHKEY,restoration
943,OR,AUTHKEY,rehabilitation
944,OR,AUTHKEY,restoration
945,OR,AUTHKEY,*waste*water*
946,OR,TITLE-ABS,Virtual water trade
947,OR,AUTHKEY,Virtual water trade
948,OR,TITLE-ABS,irrigation
949,AND,TITLE-ABS,water savings
950,OR,TITLE-ABS,water saving
951,OR,AUTHKEY,irrigation
952,AND,AUTHKEY,water savings
953,OR,AUTHKEY,water saving
954,OR,TITLE-ABS,deficit irrigation
955,OR,AUTHKEY,deficit irrigation
956,OR,TITLE-ABS,water conservation
957,AND,TITLE-ABS,irrigation
958,OR,AUTHKEY,water conservation
959,AND,AUTHKEY,irrigation
960,OR,TITLE-ABS,irrigation schedules
961,OR,AUTHKEY,irrigation schedules
962,OR,TITLE-ABS,modern irrigation
963,OR,AUTHKEY,modern irrigation
964,OR,TITLE-ABS,efficient ground water utilization
965,OR,TITLE-ABS,efficient groundwater utilization
966,OR,TITLE-ABS,efficient ground water exploitation
967,OR,TITLE-ABS,efficient groundwater exploitation
968,OR,AUTHKEY,efficient ground water utilization
969,OR,AUTHKEY,efficient groundwater utilization
970,OR,AUTHKEY,efficient ground water exploitation
971,OR,AUTHKEY,efficient groundwater exploitation
972,OR,TITLE-ABS,Desalination
973,AND,TITLE-ABS,water efficient
974,OR,AUTHKEY,Desalination
975,AND,AUTHKEY,water efficient
976,OR,TITLE-ABS,water efficient toilets
977,OR,AUTHKEY,water efficient toilets
978,OR,TITLE-ABS,water saving
979,OR,TITLE-ABS,water savings
980,AND,TITLE-ABS,agriculture
981,OR,AUTHKEY,water saving
982,OR,AUTHKEY,water savings
983,AND,AUTHKEY,agriculture
984,OR,TITLE-ABS,Desalination plants
985,OR,AUTHKEY,Desalination plants
986,OR,TITLE-ABS,efficient water system
987,OR,AUTHKEY,efficient water system
988,OR,TITLE-ABS,sustainable utilisation of groundwater
989,OR,AUTHKEY,sustainable utilisation of groundwater
990,OR,TITLE-ABS,sustainability of water
991,AND,TITLE-ABS,supply
992,OR,TITLE-ABS,supplies
993,OR,AUTHKEY,sustainability of water
994,AND,AUTHKEY,supply
995,OR,AUTHKEY,supplies
996,OR,TITLE-ABS,Desalination
997,AND,TITLE-ABS,solar
998,OR,AUTHKEY,Desalination
999,AND,AUTHKEY,solar
1000,OR,TITLE-ABS,run off agriculture
1001,OR,TITLE-ABS,runoff agriculture
1002,OR,AUTHKEY,run off agriculture
1003,OR,AUTHKEY,runoff agriculture
1004,OR,TITLE-ABS,water shortage
1005,AND,TITLE-ABS,water storage
1006,OR,AUTHKEY,water shortage
1007,AND,AUTHKEY,water storage
1008,OR,TITLE-ABS,effic* water* usage*
1009,OR,AUTHKEY,effic* water* usage*
1010,OR,TITLE-ABS,efficiency of fresh water use
1011,OR,TITLE-ABS,efficiency of freshwater use
1012,OR,AUTHKEY,efficiency of fresh water use
1013,OR,AUTHKEY,efficiency of freshwater use
1014,OR,TITLE-ABS,water scarcity
1015,OR,AUTHKEY,water scarcity
1016,OR,TITLE-ABS,inter basin transfer
1017,OR,AUTHKEY,inter basin transfer
1018,OR,TITLE-ABS,water resource management
1019,OR,TITLE-ABS,irrigation
1020,OR,AUTHKEY,water resource management
1021,OR,AUTHKEY,irrigation
1022,OR,TITLE-ABS,sustainable rainwater utilization
1023,OR,AUTHKEY,sustainable rainwater utilization
1024,OR,TITLE-ABS,harvest rainfall
1025,OR,TITLE-ABS,harvesting rainfall
1026,OR,TITLE-ABS,harvested rainfall
1027,OR,TITLE-ABS,harvest of rainfall
1028,OR,TITLE-ABS,harvesting of rainfall
1029,OR,AUTHKEY,harvest rainfall
1030,OR,AUTHKEY,harvesting rainfall
1031,OR,AUTHKEY,harvested rainfall
1032,OR,AUTHKEY,harvest of rainfall
1033,OR,AUTHKEY,harvesting of rainfall
1034,OR,TITLE-ABS,Sustainable Water Resource
1035,OR,AUTHKEY,Sustainable Water Resource
1036,OR,TITLE-ABS,smart Water Distribution System
1037,OR,TITLE-ABS,smart Water Distribution Systems
1038,OR,AUTHKEY,smart Water Distribution System
1039,OR,AUTHKEY,smart Water Distribution Systems
1040,OR,TITLE-ABS,sustainable utilization
1041,AND,TITLE-ABS,water resource
1042,OR,AUTHKEY,sustainable utilization
1043,OR,AUTHKEY,water resource
1044,OR,TITLE-ABS,sustainable irrigation
1045,OR,AUTHKEY,sustainable irrigation
1046,OR,TITLE-ABS,irrigation efficiencies
1047,OR,TITLE-ABS,irrigation efficient
1048,OR,AUTHKEY,irrigation efficiencies
1049,OR,AUTHKEY,irrigation efficient
1050,OR,TITLE-ABS,water efficiency labelling
1051,OR,AUTHKEY,water efficiency labelling
1052,OR,TITLE-ABS,sustainable water management
1053,OR,AUTHKEY,sustainable water management
1054,OR,TITLE-ABS,waste water recycling
1055,OR,AUTHKEY,waste water recycling
1056,OR,TITLE-ABS,sustainable supply of water
1057,OR,TITLE-ABS,sustainable supply of fresh water
1058,OR,TITLE-ABS,sustainable supply of ground water
1059,OR,TITLE-ABS,sustainable supply of freshwater
1060,OR,TITLE-ABS,sustainable supply of groundwater
1061,OR,AUTHKEY,sustainable supply of water
1062,OR,AUTHKEY,sustainable supply of fresh water
1063,OR,AUTHKEY,sustainable supply of ground water
1064,OR,AUTHKEY,sustainable supply of freshwater
1065,OR,AUTHKEY,sustainable supply of groundwater
1066,OR,TITLE-ABS,optimum use of water
1067,OR,AUTHKEY,optimum use of water
1068,OR,TITLE-ABS,rainwater harvest
1069,OR,TITLE-ABS,rainwater harvesting
1070,OR,AUTHKEY,rainwater harvest
1071,OR,AUTHKEY,rainwater harvesting
1072,OR,TITLE-ABS,water efficient industry
1073,OR,AUTHKEY,water efficient industry
1074,OR,TITLE-ABS,sustainable use of fresh water
1075,OR,AUTHKEY,sustainable use of fresh water
1076,OR,TITLE-ABS,Desalination
1077,AND,TITLE-ABS,ground water efficient
1078,OR,TITLE-ABS,ground water efficient
1079,OR,TITLE-ABS,ground water efficiency
1080,OR,TITLE-ABS,ground water use efficiency
1081,OR,TITLE-ABS,ground water savings
1082,OR,TITLE-ABS,ground water production
1083,OR,TITLE-ABS,ground water management
1084,OR,AUTHKEY,Desalination
1085,AND,AUTHKEY,ground water efficient
1086,OR,AUTHKEY,ground water efficient
1087,OR,AUTHKEY,ground water efficiency
1088,OR,AUTHKEY,ground water use efficiency
1089,OR,AUTHKEY,ground water savings
1090,OR,AUTHKEY,ground water production
1091,OR,AUTHKEY,ground water management
1092,OR,TITLE-ABS,water Planning
1093,OR,TITLE-ABS,water resource Planning
1094,OR,TITLE-ABS,water resources Planning
1095,OR,TITLE-ABS,withdrawal
1096,OR,TITLE-ABS,withdrawals
1097,OR,AUTHKEY,water Planning
1098,OR,AUTHKEY,water resource Planning
1099,OR,AUTHKEY,water resources Planning
1100,AND,AUTHKEY,withdrawal
1101,OR,AUTHKEY,withdrawals
1102,OR,TITLE-ABS,water management
1103,OR,TITLE-ABS,water resource management
1104,AND,TITLE-ABS,farming
1105,OR,AUTHKEY,water management
1106,OR,AUTHKEY,water resource management
1107,AND,AUTHKEY,farming
1108,OR,TITLE-ABS,urban water management
1109,OR,AUTHKEY,urban water management
1110,OR,TITLE-ABS,efficient use of fresh water
1111,OR,AUTHKEY,efficient use of fresh water
1112,OR,TITLE-ABS,water footprint assessment
1113,OR,AUTHKEY,water footprint assessment
1114,OR,TITLE-ABS,Desalination facility
1115,OR,AUTHKEY,Desalination facility
1116,OR,TITLE-ABS,urban water supply
1117,OR,TITLE-ABS,urban freshwater supply
1118,OR,TITLE-ABS,urban groundwater supply
1119,OR,AUTHKEY,urban water supply
1120,OR,AUTHKEY,urban freshwater supply
1121,OR,AUTHKEY,urban groundwater supply
1122,OR,TITLE-ABS,improvement in irrigation
1123,OR,AUTHKEY,improvement in irrigation
1124,OR,TITLE-ABS,irrigation strategy
1125,OR,TITLE-ABS,irrigation strategies
1126,OR,AUTHKEY,irrigation strategy
1127,OR,AUTHKEY,irrigation strategies
1128,OR,TITLE-ABS,irrigation technologies
1129,OR,AUTHKEY,irrigation technologies
1130,OR,TITLE-ABS,water Planning
1131,OR,TITLE-ABS,water resources Planning
1132,OR,TITLE-ABS,water resource Planning
1133,OR,TITLE-ABS,sustainable
1134,OR,AUTHKEY,water Planning
1135,OR,AUTHKEY,water resources Planning
1136,OR,AUTHKEY,water resource Planning
1137,AND,AUTHKEY,sustainable
1138,OR,TITLE-ABS,water efficient toilet
1139,OR,AUTHKEY,water efficient toilet
1140,OR,TITLE-ABS,sustainable utilisation of water
1141,OR,AUTHKEY,sustainable utilisation of water
1142,OR,TITLE-ABS,irrigation methods
1143,OR,AUTHKEY,irrigation methods
1144,OR,TITLE-ABS,freshwater supply
1145,AND,TITLE-ABS,irrigation
1146,OR,AUTHKEY,freshwater supply
1147,OR,AUTHKEY,irrigation
1148,OR,TITLE-ABS,sustainable utilization of groundwater
1149,OR,AUTHKEY,sustainable utilization of groundwater
1150,OR,TITLE-ABS,rainwater storage
1151,OR,AUTHKEY,rainwater storage
1152,OR,TITLE-ABS,efficiency of fresh water exploitation
1153,OR,TITLE-ABS,efficiency of freshwater exploitation
1154,OR,AUTHKEY,efficiency of fresh water exploitation
1155,OR,AUTHKEY,efficiency of freshwater exploitation
1156,OR,TITLE-ABS,industrial water use efficiency
1157,OR,AUTHKEY,industrial water use efficiency
1158,OR,TITLE-ABS,sustainable freshwater resource management
1159,OR,TITLE-ABS,sustainable freshwater resource policy
1160,OR,TITLE-ABS,sustainable freshwater resource policies
1161,OR,TITLE-ABS,sustainable freshwater resource supply
1162,OR,TITLE-ABS,sustainable freshwater resource supplies
1163,OR,AUTHKEY,sustainable freshwater resource management
1164,OR,AUTHKEY,sustainable freshwater resource policy
1165,OR,AUTHKEY,sustainable freshwater resource policies
1166,OR,AUTHKEY,sustainable freshwater resource supply
1167,OR,AUTHKEY,sustainable freshwater resource supplies
1168,OR,TITLE-ABS,efficient water consumption
1169,OR,AUTHKEY,efficient water consumption
1170,OR,TITLE-ABS,reverse osmosis Desalination
1171,OR,AUTHKEY,reverse osmosis Desalination
1172,OR,TITLE-ABS,water shortage
1173,AND,TITLE-ABS,water Resources
1174,OR,AUTHKEY,water shortage
1175,AND,AUTHKEY,water Resources
1176,OR,TITLE-ABS,water use efficiency
1177,AND,TITLE-ABS,household
1178,OR,AUTHKEY,water use efficiency
1179,AND,AUTHKEY,household
1180,OR,TITLE-ABS,rainwater management
1181,AND,TITLE-ABS,household
1182,OR,TITLE-ABS,households
1183,OR,TITLE-ABS,residential
1184,OR,AUTHKEY,rainwater management
1185,AND,AUTHKEY,household
1186,OR,AUTHKEY,households
1187,OR,AUTHKEY,residential
1188,OR,TITLE-ABS,desalination membrane
1189,OR,AUTHKEY,desalination membrane
1190,OR,TITLE-ABS,drip irrigation
1191,AND,TITLE-ABS,water supply
1192,OR,AUTHKEY,drip irrigation
1193,AND,AUTHKEY,water supply
1194,OR,TITLE-ABS,interbasin transfer
1195,OR,AUTHKEY,interbasin transfer
1196,OR,TITLE-ABS,smart water
1197,AND,TITLE-ABS,irrigation
1198,OR,TITLE-ABS,grid
1199,OR,TITLE-ABS,meter
1200,OR,TITLE-ABS,metering
1201,OR,TITLE-ABS,management
1202,OR,AUTHKEY,smart water
1203,OR,AUTHKEY,irrigation
1204,OR,AUTHKEY,grid
1205,OR,AUTHKEY,meter
1206,OR,AUTHKEY,metering
1207,OR,AUTHKEY,management
1208,OR,TITLE-ABS,water management
1209,OR,TITLE-ABS,water resources management
